,connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,Contact/ non-contact,injury area,player role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,smart_id,entry_year,week.1,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,season.1,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,distance_miles,HOME_day_since_last_game,AWAY_day_since_last_game
121,2019_03_TEN_JAX_Campbell,2019_JAX_93_Campbell,2019_03_TEN_JAX,JAX,TEN,REG,3,TEN,away,JAX,JAX,36,43727,792,792,792,Half2,4,3,JAX 36,9,"(13:12) (No Huddle, Shotgun) 8-M.Mariota pass short left to 84-C.Davis to JAX 25 for 11 yards (20-J.Ramsey). JAX-93-C.Campbell was injured during the play.",C,Campbell,JAX,93,contact,lower body,pass rusher,2019,JAX,DL,DE,93,Active,Calais Campbell,Calais,Campbell,09/01/1986 00:00,80,300,Miami,11,REG,Calais,32004341-4d20-8843-b05a-24f8ec79f300,2008,3,Thu,9/19/19,20:20:00,Jacksonville Jaguars,Tennessee Titans,20,7,292,0,340,1,2019,FALSE,Jacksonville Jaguars,Tennessee Titans,JAX,TEN,3,176,Bermuda Grass,Grass,TIAA Bank Field,FALSE,72.25,73.25,7.25,86.5,50,30.3237,-81.636,36.1992,-86.8045,503.7869829,4,4
122,2019_03_TEN_JAX_Conley,2019_JAX_18_Conley,2019_03_TEN_JAX,JAX,TEN,REG,3,JAX,home,TEN,JAX,63,43727,728,728,2528,Half1,2,2,JAX 37,14,(12:08) (Shotgun) 15-G.Minshew pass incomplete short left to 27-L.Fournette. JAX-18-C.Conley was injured during the play.,C,Conley,JAX,18,contact,lower body,pass blocker,2019,JAX,WR,WR,18,Active,Chris Conley,Christian,Conley,10/25/92,75,205,Georgia,4,REG,Chris,3200434f-4e23-6839-29a1-a288b71f08e0,2015,3,Thu,9/19/19,20:20:00,Jacksonville Jaguars,Tennessee Titans,20,7,292,0,340,1,2019,FALSE,Jacksonville Jaguars,Tennessee Titans,JAX,TEN,3,176,Bermuda Grass,Grass,TIAA Bank Field,FALSE,72.25,73.25,7.25,86.5,50,30.3237,-81.636,36.1992,-86.8045,503.7869829,4,4
123,2019_03_TEN_JAX_Evans,2019_TEN_54_Evans,2019_03_TEN_JAX,JAX,TEN,REG,3,JAX,home,TEN,JAX,76,43727,16,16,1816,Half1,2,1,JAX 24,10,(:16) (Shotgun) 15-G.Minshew pass incomplete short left to 27-L.Fournette. TEN-54-R.Evans was injured during the play.,R,Evans,TEN,54,contact,upper body,pass rusher,2019,TEN,LB,LB,54,Active,Rashaan Evans,Rashaan,Evans,11/08/1995 00:00,74,234,Alabama,1,CON,Rashaan,32004556-4161-7192-2696-b2fabd26bf91,2018,3,Thu,9/19/19,20:20:00,Jacksonville Jaguars,Tennessee Titans,20,7,292,0,340,1,2019,FALSE,Jacksonville Jaguars,Tennessee Titans,JAX,TEN,3,176,Bermuda Grass,Grass,TIAA Bank Field,FALSE,72.25,73.25,7.25,86.5,50,30.3237,-81.636,36.1992,-86.8045,503.7869829,4,4
124,2019_04_CAR_HOU_Howard,2019_HOU_71_Howard,2019_04_CAR_HOU,HOU,CAR,REG,4,HOU,home,CAR,HOU,60,43737,845,1745,1745,Half2,3,1,HOU 40,10,(14:05) 4-D.Watson sacked at HOU 32 for -8 yards (sack split by 23-J.Elliott and 53-B.Burns). HOU-71-T.Howard was injured during the play. His return is Questionable.,T,Howard,HOU,71,contact,upper body/ elbow,pass blocker,2019,HOU,OL,T,71,,Tytus Howard,Tytus,Howard,5/23/96,77,322,Alabama State,0,DIV,Tytus,3200484f-5743-2152-432d-da3c484cb3f8,2019,4,Sun,9/29/19,13:00:00,Carolina Panthers,Houston Texans,16,10,297,3,264,2,2019,TRUE,Houston Texans,Carolina Panthers,HOU,CAR,5,177,Hellas Matrix Turf,Turf,NRG Stadium,TRUE,89.75,96.75,9.5,54,0,29.6849,-95.4106,35.2256,-80.8513,929.9526781,7,7
125,2019_04_CAR_HOU_McCoy,2019_CAR_93_McCoy,2019_04_CAR_HOU,HOU,CAR,REG,4,HOU,home,CAR,HOU,79,43737,343,343,343,Half2,4,1,HOU 21,10,(5:43) 25-D.Johnson left tackle to HOU 22 for 1 yard (77-K.Love). CAR-93-G.McCoy was injured during the play. His return is Questionable.,G,McCoy,CAR,93,contact,eye,run defender,2019,CAR,DL,DT,93,Active,Gerald McCoy,Gerald,McCoy,2/25/88,76,300,Oklahoma,9,REG,Gerald,32004d43-4360-4879-5f64-602d7239b4fe,2010,4,Sun,9/29/19,13:00:00,Carolina Panthers,Houston Texans,16,10,297,3,264,2,2019,TRUE,Houston Texans,Carolina Panthers,HOU,CAR,5,177,Hellas Matrix Turf,Turf,NRG Stadium,TRUE,89.75,96.75,9.5,54,0,29.6849,-95.4106,35.2256,-80.8513,929.9526781,7,7
126,2019_04_CAR_HOU_Moton,2019_CAR_72_Moton,2019_04_CAR_HOU,HOU,CAR,REG,4,CAR,away,HOU,CAR,59,43737,396,1296,1296,Half2,3,2,CAR 41,9,(6:36) (Shotgun) 7-K.Allen pass short left to 12-D.Moore to HOU 43 for 16 yards (55-B.McKinney). CAR-72-T.Moton was injured during the play. His return is Questionable.,T,Moton,CAR,72,contact,eye,pass blocker,2019,CAR,OL,T,72,Active,Taylor Moton,Taylor,Moton,8/14/94,77,325,Western Michigan,2,REG,Taylor,32004d4f-5446-6221-9a2d-e499d5bf94c5,2017,4,Sun,9/29/19,13:00:00,Carolina Panthers,Houston Texans,16,10,297,3,264,2,2019,TRUE,Houston Texans,Carolina Panthers,HOU,CAR,5,177,Hellas Matrix Turf,Turf,NRG Stadium,TRUE,89.75,96.75,9.5,54,0,29.6849,-95.4106,35.2256,-80.8513,929.9526781,7,7
127,2019_04_CAR_HOU_Reid,2019_CAR_25_Reid,2019_04_CAR_HOU,HOU,CAR,REG,4,HOU,home,CAR,HOU,60,43737,561,561,2361,Half1,2,1,HOU 40,10,(9:21) (Shotgun) 25-D.Johnson left guard pushed ob at CAR 20 for 40 yards (59-L.Kuechly). CAR-25-E.Reid was injured during the play. His return is Questionable.,E,Reid,CAR,25,non contact,lower body,tackler,2019,CAR,DB,SS,25,Active,Eric Reid,Eric,Reid,12/10/1991 00:00,73,213,Louisiana State,6,REG,Eric,32005245-4926-5485-d440-00a01fec302c,2013,4,Sun,9/29/19,13:00:00,Carolina Panthers,Houston Texans,16,10,297,3,264,2,2019,TRUE,Houston Texans,Carolina Panthers,HOU,CAR,5,177,Hellas Matrix Turf,Turf,NRG Stadium,TRUE,89.75,96.75,9.5,54,0,29.6849,-95.4106,35.2256,-80.8513,929.9526781,7,7
128,2019_04_CAR_HOU_Watt,2019_HOU_99_Watt,2019_04_CAR_HOU,HOU,CAR,REG,4,CAR,away,HOU,HOU,38,43737,245,245,245,Half2,4,1,HOU 38,15,(4:05) 22-C.McCaffrey left tackle to HOU 32 for 6 yards (55-B.McKinney). HOU-99-J.Watt was injured during the play. His return is Questionable.,J,Watt,HOU,99,contact,ankle,run defender,2019,HOU,DL,DE,99,Active,J.J. Watt,Justin,Watt,3/22/89,77,288,Wisconsin,8,DIV,J.J.,32005741-5457-9210-c7bb-fd19d17d4962,2011,4,Sun,9/29/19,13:00:00,Carolina Panthers,Houston Texans,16,10,297,3,264,2,2019,TRUE,Houston Texans,Carolina Panthers,HOU,CAR,5,177,Hellas Matrix Turf,Turf,NRG Stadium,TRUE,89.75,96.75,9.5,54,0,29.6849,-95.4106,35.2256,-80.8513,929.9526781,7,7
129,2019_04_CIN_PIT_Billings,2019_CIN_99_Billings,2019_04_CIN_PIT,PIT,CIN,REG,4,PIT,home,CIN,CIN,23,43738,676,1576,1576,Half2,3,1,CIN 23,10,(11:16) (Shotgun) 72-Z.Banner reported in as eligible. Direct snap to 38-J.Samuels. 38-J.Samuels pass short middle to 30-J.Conner to CIN 2 for 21 yards (59-N.Vigil). CIN-99-A.Billings was injured during the play.,A,Billings,CIN,99,contact,upper body,tackler,2019,CIN,DL,DT,99,Active,Andrew Billings,Andrew,Billings,03/06/1995 00:00,73,328,Baylor,3,REG,Andrew,32004249-4c46-2662-d818-0e385b7aa3bd,2016,4,Mon,9/30/19,20:15:00,Pittsburgh Steelers,Cincinnati Bengals,27,3,326,1,175,2,2019,FALSE,Pittsburgh Steelers,Cincinnati Bengals,PIT,CIN,3,163,Kentucky Bluegrass,Grass,Heinz Field,FALSE,74,75,1.25,80.25,0,40.4467,-80.0158,39.0964,-84.5164,256.5458694,8,8
130,2019_04_CIN_PIT_Jackson,2019_CIN_22_Jackson,2019_04_CIN_PIT,PIT,CIN,REG,4,PIT,home,CIN,PIT,60,43738,277,277,2077,Half1,2,1,PIT 40,10,"(4:37) (No Huddle, Shotgun) 2-M.Rudolph pass short left to 18-D.Johnson to PIT 47 for 7 yards (36-S.Williams; 22-W.Jackson III). CIN-22-W.Jackson III was injured during the play. His return is Questionable.",W,Jackson,CIN,22,contact,upper body/back,tackler,2019,CIN,DB,CB,22,Active,William Jackson,William,Jackson,10/27/92,72,196,Houston,3,REG,William,32004a41-4364-5516-1a9f-87dcd74055ee,2016,4,Mon,9/30/19,20:15:00,Pittsburgh Steelers,Cincinnati Bengals,27,3,326,1,175,2,2019,FALSE,Pittsburgh Steelers,Cincinnati Bengals,PIT,CIN,3,163,Kentucky Bluegrass,Grass,Heinz Field,FALSE,74,75,1.25,80.25,0,40.4467,-80.0158,39.0964,-84.5164,256.5458694,8,8
131,2019_04_CIN_PIT_Ross,2019_CIN_11_Ross,2019_04_CIN_PIT,PIT,CIN,REG,4,CIN,away,PIT,PIT,21,43738,789,789,789,Half2,4,2,PIT 21,10,(13:09) (Shotgun) 14-A.Dalton pass short right to 11-J.Ross III to PIT 10 for 11 yards (23-J.Haden). CIN-11-J.Ross III was injured during the play.,J,Ross,CIN,11,contact,upper body/ shoulder,ball carrier,2019,CIN,WR,WR,11,Active,John Ross,John,Ross,11/27/95,71,194,Washington,2,REG,John,3200524f-5361-6450-1052-04968bded2fc,2017,4,Mon,9/30/19,20:15:00,Pittsburgh Steelers,Cincinnati Bengals,27,3,326,1,175,2,2019,FALSE,Pittsburgh Steelers,Cincinnati Bengals,PIT,CIN,3,163,Kentucky Bluegrass,Grass,Heinz Field,FALSE,74,75,1.25,80.25,0,40.4467,-80.0158,39.0964,-84.5164,256.5458694,8,8
132,2019_04_CLE_BAL_Richardson,2019_CLE_98_Richardson,2019_04_CLE_BAL,BAL,CLE,REG,4,BAL,home,CLE,BAL,65,43737,401,401,401,Half2,4,1,BAL 35,10,"(6:41) (No Huddle, Shotgun) 8-L.Jackson pass short left to 43-J.Hill to BAL 39 for 4 yards (53-J.Schobert). CLE-98-S.Richardson was injured during the play.",S,Richardson,CLE,98,contact,upper body,pass rusher,2019,CLE,DL,DT,98,Active,Sheldon Richardson,Sheldon,Richardson,11/29/90,75,294,Missouri,6,REG,Sheldon,32005249-4362-1130-f4be-0c491c88462b,2013,4,Sun,9/29/19,13:00:00,Cleveland Browns,Baltimore Ravens,40,25,530,1,395,3,2019,TRUE,Baltimore Ravens,Cleveland Browns,BAL,CLE,1,180,Bermuda Grass,Grass,M&T Bank Stadium,FALSE,82.5,84,4.5,53.25,0,39.3972,-76.8352,41.506,-81.7001,294.3200729,7,7
133,2019_04_DAL_NO_Awuzie,2019_DAL_24_Awuzie,2019_04_DAL_NO,NO,DAL,REG,4,NO,home,DAL,NO,67,43737,862,1762,1762,Half2,3,3,NO 33,2,(14:22) 41-A.Kamara left end to NO 34 for 1 yard (55-L.Vander Esch). DAL-24-C.Awuzie was injured during the play. His return is Probable.,C,Awuzie,DAL,24,non contact,lower body,AFP,2019,DAL,DB,CB,24,Active,Chidobe Awuzie,Chidobe,Awuzie,5/24/95,72,202,Colorado,2,REG,Chidobe,32004157-5580-0920-d33d-9451c81f6cbb,2017,4,Sun,9/29/19,20:20:00,New Orleans Saints,Dallas Cowboys,12,10,266,1,257,3,2019,FALSE,New Orleans Saints,Dallas Cowboys,NO,DAL,5,165,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,81.5,87,3.75,75.75,25,29.9514,-90.082,32.9049,-97.0359,457.841086,7,7
134,2019_04_DAL_NO_Davenport,2019_NO_92_Davenport,2019_04_DAL_NO,NO,DAL,REG,4,DAL,away,NO,NO,37,43737,529,1429,1429,Half2,3,2,NO 37,12,"(8:49) (Shotgun) 4-D.Prescott pass deep middle to 89-B.Jarwin to NO 2 for 35 yards (43-M.Williams) [92-M.Davenport]. NO-92-M.Davenport was injured during the play. His return is Probable. Pass 25, YAC 10",M,Davenport,NO,92,contact,lower body,pass rusher,2019,NO,DL,DE,92,,Marcus Davenport,Marcus,Davenport,09/04/1996 00:00,78,265,Texas-San Antonio,1,WC,Marcus,32004441-5600-4893-5029-0862a4795062,2018,4,Sun,9/29/19,20:20:00,New Orleans Saints,Dallas Cowboys,12,10,266,1,257,3,2019,FALSE,New Orleans Saints,Dallas Cowboys,NO,DAL,5,165,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,81.5,87,3.75,75.75,25,29.9514,-90.082,32.9049,-97.0359,457.841086,7,7
135,2019_04_DAL_NO_Lawrence,2019_DAL_90_Lawrence,2019_04_DAL_NO,NO,DAL,REG,4,NO,home,DAL,DAL,35,43737,128,128,128,Half2,4,3,DAL 35,1,(2:08) 60-P.Omameh reported in as eligible. 41-A.Kamara right guard to DAL 33 for 2 yards (54-J.Smith). DAL-90-D.Lawrence was injured during the play. His return is Probable.,D,Lawrence,DAL,90,contact,knee,run defender,2019,DAL,DL,DE,90,Active,Demarcus Lawrence,Demarcus,Lawrence,4/28/92,75,265,Boise State,5,REG,Demarcus,32004c41-5728-2118-edab-498f27240b6f,2014,4,Sun,9/29/19,20:20:00,New Orleans Saints,Dallas Cowboys,12,10,266,1,257,3,2019,FALSE,New Orleans Saints,Dallas Cowboys,NO,DAL,5,165,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,81.5,87,3.75,75.75,25,29.9514,-90.082,32.9049,-97.0359,457.841086,7,7
136,2019_04_DAL_NO_Smith,2019_DAL_77_Smith,2019_04_DAL_NO,NO,DAL,REG,4,DAL,away,NO,DAL,86,43737,99,99,99,Half2,4,1,DAL 14,10,"(1:39) (Shotgun) 4-D.Prescott sacked at DAL 3 for -11 yards (93-D.Onyemata). DAL-77-T.Smith was injured during the play. Owing to the injury and Dallas being out of timeouts, there was a 10-second runoff.",T,Smith,DAL,77,contact,lower body,pass blocker,2019,DAL,OL,T,77,Active,Tyron Smith,Tyron,Smith,12/12/1990 00:00,77,320,Southern California,8,REG,Tyron,3200534d-4976-6760-5813-4c45b840e8ca,2011,4,Sun,9/29/19,20:20:00,New Orleans Saints,Dallas Cowboys,12,10,266,1,257,3,2019,FALSE,New Orleans Saints,Dallas Cowboys,NO,DAL,5,165,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,81.5,87,3.75,75.75,25,29.9514,-90.082,32.9049,-97.0359,457.841086,7,7
137,2019_04_DAL_NO_Woods,2019_DAL_25_Woods,2019_04_DAL_NO,NO,DAL,REG,4,NO,home,DAL,DAL,34,43737,116,116,116,Half2,4,2,DAL 34,11,"(1:56) 5-T.Bridgewater pass short right to 42-Z.Line to DAL 31 for 3 yards (25-X.Woods). DAL-25-X.Woods was injured during the play. His return is Probable. Pass 1, YAC 2",X,Woods,DAL,25,contact,upper body,tackler/ AP,2019,DAL,DB,FS,25,Active,Xavier Woods,Xavier,Woods,7/26/95,71,202,Louisiana Tech,2,REG,Xavier,3200574f-4f62-0124-151e-cfaca2197eec,2017,4,Sun,9/29/19,20:20:00,New Orleans Saints,Dallas Cowboys,12,10,266,1,257,3,2019,FALSE,New Orleans Saints,Dallas Cowboys,NO,DAL,5,165,FieldTurf Revolution 360,Turf,Caesars Superdome,TRUE,81.5,87,3.75,75.75,25,29.9514,-90.082,32.9049,-97.0359,457.841086,7,7
138,2019_04_JAX_DEN_Chubb,2019_DEN_55_Chubb,2019_04_JAX_DEN,DEN,JAX,REG,4,JAX,away,DEN,DEN,7,43737,286,1186,1186,Half2,3,3,DEN 7,4,"(4:46) (Shotgun) 15-G.Minshew pass short left to 23-R.Armstead for 7 yards, TOUCHDOWN [95-D.Wolfe]. DEN-55-B.Chubb was injured during the play.",B,Chubb,DEN,55,contact,knee,tackler,2019,DEN,DL,DE,55,,Bradley Chubb,Bradley,Chubb,6/24/96,76,275,North Carolina State,1,REG,Bradley,32004348-5502-8799-5aa8-cdcf49ff8897,2018,4,Sun,9/29/19,16:25:00,Jacksonville Jaguars,Denver Broncos,26,24,455,0,371,1,2019,TRUE,Denver Broncos,Jacksonville Jaguars,DEN,JAX,5,190,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,86.75,86.75,13.5,8.75,0,39.5791,-104.83,30.3237,-81.636,1455.140438,7,10
139,2019_04_JAX_DEN_Dawson,2019_DEN_20_Dawson,2019_04_JAX_DEN,DEN,JAX,REG,4,JAX,away,DEN,DEN,22,43737,101,1001,1001,Half2,3,1,DEN 22,20,(1:41) 23-R.Armstead right guard to DEN 18 for 4 yards (52-J.Hollins). DEN-20-D.Dawson was injured during the play.,D,Dawson,DEN,20,contact,unknown,run defender,2019,DEN,DB,DB,20,Active,Duke Dawson,Duke,Dawson,10/13/95,70,198,Florida,1,REG,Duke,32004441-5747-7699-4874-ce3dbe256563,2018,4,Sun,9/29/19,16:25:00,Jacksonville Jaguars,Denver Broncos,26,24,455,0,371,1,2019,TRUE,Denver Broncos,Jacksonville Jaguars,DEN,JAX,5,190,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,86.75,86.75,13.5,8.75,0,39.5791,-104.83,30.3237,-81.636,1455.140438,7,10
140,2019_04_JAX_DEN_Harrison,2019_JAX_36_Harrison,2019_04_JAX_DEN,DEN,JAX,REG,4,DEN,home,JAX,JAX,42,43737,616,616,616,Half2,4,2,JAX 42,8,(10:16) (Shotgun) 5-J.Flacco pass incomplete short middle to 87-N.Fant. JAX-36-R.Harrison was injured during the play.,R,Harrison,JAX,36,contact,knee,pass defender,2019,JAX,DB,DB,36,Active,Ronnie Harrison,Ronnie,Harrison,4/18/97,75,214,Alabama,1,REG,Ronnie,32004841-5263-8591-b219-84361484e8b5,2018,4,Sun,9/29/19,16:25:00,Jacksonville Jaguars,Denver Broncos,26,24,455,0,371,1,2019,TRUE,Denver Broncos,Jacksonville Jaguars,DEN,JAX,5,190,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,86.75,86.75,13.5,8.75,0,39.5791,-104.83,30.3237,-81.636,1455.140438,7,10
141,2019_04_JAX_DEN_Nelson,2019_DEN_56_Nelson,2019_04_JAX_DEN,DEN,JAX,REG,4,DEN,home,JAX,DEN,91,43737,667,667,2467,Half1,2,4,DEN 9,8,"(11:07) 6-C.Wadman punts 46 yards to JAX 45, Center-42-C.Kreiter, out of bounds. DEN-56-C.Nelson was injured during the play.",C,Nelson,DEN,56,contact,eye,AFP,2019,DEN,LB,ILB,56,,Corey Nelson,Corey,Nelson,4/22/92,73,226,Oklahoma,5,REG,Corey,32004e45-4c18-5148-cfc2-fd4a5bbad281,2014,4,Sun,9/29/19,16:25:00,Jacksonville Jaguars,Denver Broncos,26,24,455,0,371,1,2019,TRUE,Denver Broncos,Jacksonville Jaguars,DEN,JAX,5,190,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,86.75,86.75,13.5,8.75,0,39.5791,-104.83,30.3237,-81.636,1455.140438,7,10
142,2019_04_JAX_DEN_O'Shaughnessy,2019_JAX_80_O'Shaughnessy,2019_04_JAX_DEN,DEN,JAX,REG,4,JAX,away,DEN,DEN,8,43737,241,1141,2941,Half1,1,2,DEN 8,7,(4:01) (Shotgun) 15-G.Minshew pass incomplete short left to 80-J.O'Shaughnessy (31-J.Simmons). JAX-80-J.O'Shaughnessy was injured during the play.,J,O'Shaughnessy,JAX,80,contact,head,pass receiver,2019,JAX,TE,TE,80,,James O'Shaughnessy,James,O'Shaughnessy,1/14/92,76,245,Illinois State,4,REG,James,32004f53-4812-6429-7933-2d34dd331de7,2015,4,Sun,9/29/19,16:25:00,Jacksonville Jaguars,Denver Broncos,26,24,455,0,371,1,2019,TRUE,Denver Broncos,Jacksonville Jaguars,DEN,JAX,5,190,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,86.75,86.75,13.5,8.75,0,39.5791,-104.83,30.3237,-81.636,1455.140438,7,10
143,2019_04_KC_DET_Hockenson,2019_DET_88_Hockenson,2019_04_KC_DET,DET,KC,REG,4,DET,home,KC,KC,17,43737,139,1039,1039,Half2,3,2,KC 17,6,(2:19) (Shotgun) 9-M.Stafford pass short middle to 88-T.Hockenson to KC 8 for 9 yards (54-D.Wilson). DET-88-T.Hockenson was injured during the play. His return is Doubtful.,T,Hockenson,DET,88,contact,head,pass receiver,2019,DET,TE,TE,88,,T.J. Hockenson,T.J.,Hockenson,07/03/1997 00:00,77,247,Iowa,0,REG,T.J.,3200484f-4342-2041-c442-6c874885b155,2019,4,Sun,9/29/19,13:00:00,Kansas City Chiefs,Detroit Lions,34,30,438,3,447,2,2019,TRUE,Detroit Lions,Kansas City Chiefs,DET,KC,2,194,FieldTurf Classic HD,Turf,Ford Field,TRUE,61.25,61.25,8.25,88.75,31,42.34,-83.0455,39.0482,-94.4831,640.2877439,7,7
144,2019_04_KC_DET_Wilson,2019_KC_54_Wilson,2019_04_KC_DET,DET,KC,REG,4,DET,home,KC,DET,82,43737,363,363,363,Half2,4,2,DET 18,13,(6:03) (Shotgun) 9-M.Stafford pass short left to 41-J.McKissic to DET 29 for 11 yards (21-B.Breeland). KC-54-D.Wilson was injured during the play.,D,Wilson,KC,54,contact,head,pass defender,2019,KC,LB,OLB,54,Active,Damien Wilson,Damien,Wilson,5/28/93,72,243,Minnesota,4,SB,Damien,32005749-4c66-4778-a2c9-a44b815d6e0e,2015,4,Sun,9/29/19,13:00:00,Kansas City Chiefs,Detroit Lions,34,30,438,3,447,2,2019,TRUE,Detroit Lions,Kansas City Chiefs,DET,KC,2,194,FieldTurf Classic HD,Turf,Ford Field,TRUE,61.25,61.25,8.25,88.75,31,42.34,-83.0455,39.0482,-94.4831,640.2877439,7,7
145,2019_04_LAC_MIA_Culkin,2019_LAC_80_Culkin,2019_04_LAC_MIA,MIA,LAC,REG,4,LAC,away,MIA,MIA,16,43737,792,792,792,Half2,4,1,MIA 16,10,(13:12) 17-P.Rivers pass short middle to 80-S.Culkin to MIA 4 for 12 yards (20-R.Jones). LAC-80-S.Culkin was injured during the play.,S,Culkin,LAC,80,non contact,ankle,pass receiver,2019,LAC,TE,TE,80,,Sean Culkin,Sean,Culkin,06/11/1993 00:00,77,255,Missouri,2,REG,Sean,32004355-4c14-4288-4b08-f1fe361a4aa5,2017,4,Sun,9/29/19,13:00:00,Los Angeles Chargers,Miami Dolphins,30,10,390,0,233,1,2019,TRUE,Miami Dolphins,Los Angeles Chargers,MIA,LAC,5,158,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,85.75,91.25,10.75,60.75,0,25.9579,-80.2388,33.8642,-118.261,2327.925402,7,7
146,2019_04_LAC_MIA_Moss,2019_MIA_93_Moss,2019_04_LAC_MIA,MIA,LAC,REG,4,LAC,away,MIA,MIA,4,43737,756,756,756,Half2,4,1,MIA 4,4,(12:36) 30-A.Ekeler right guard to MIA 3 for 1 yard (94-C.Wilkins; 52-R.McMillan). MIA-93-A.Moss was injured during the play.,A,Moss,MIA,93,contact,lower body,run defender,2019,MIA,DL,DE,93,Active,Avery Moss,Avery,Moss,9/16/94,75,271,Youngstown State,2,REG,Avery,32004d4f-5352-2777-800a-e5d2f21f74e0,2017,4,Sun,9/29/19,13:00:00,Los Angeles Chargers,Miami Dolphins,30,10,390,0,233,1,2019,TRUE,Miami Dolphins,Los Angeles Chargers,MIA,LAC,5,158,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,85.75,91.25,10.75,60.75,0,25.9579,-80.2388,33.8642,-118.261,2327.925402,7,7
147,2019_04_LAC_MIA_Nwosu,2019_LAC_42_Nwosu,2019_04_LAC_MIA,MIA,LAC,REG,4,MIA,home,LAC,MIA,74,43737,861,1761,1761,Half2,3,2,MIA 26,2,"(14:21) 32-K.Drake right guard to MIA 31 for 5 yards (93-J.Jones). FUMBLES (93-J.Jones), recovered by MIA-76-E.Boehm at MIA 32. 76-E.Boehm to MIA 32 for no gain (42-U.Nwosu). LAC-42-U.Nwosu was injured during the play.",U,Nwosu,LAC,42,contact,upper body,fumble recovery,2019,LAC,LB,LB,42,Active,Uchenna Nwosu,Uchenna,Nwosu,12/28/96,74,251,Southern California,1,REG,Uchenna,32004e57-4f59-3274-851b-d601b6909b91,2018,4,Sun,9/29/19,13:00:00,Los Angeles Chargers,Miami Dolphins,30,10,390,0,233,1,2019,TRUE,Miami Dolphins,Los Angeles Chargers,MIA,LAC,5,158,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,85.75,91.25,10.75,60.75,0,25.9579,-80.2388,33.8642,-118.261,2327.925402,7,7
148,2019_04_LAC_MIA_Perryman,2019_LAC_52_Perryman,2019_04_LAC_MIA,MIA,LAC,REG,4,MIA,home,LAC,MIA,92,43737,70,970,970,Half2,3,2,MIA 8,10,(1:10) 32-K.Drake left end to MIA 6 for -2 yards (42-U.Nwosu). LAC-52-D.Perryman was injured during the play.,D,Perryman,LAC,52,contact,head/neck,tackler,2019,LAC,LB,ILB,52,Active,Denzel Perryman,Denzel,Perryman,12/05/1992 00:00,71,240,Miami,4,REG,Denzel,32005045-5277-5462-491f-9c5c82a7d666,2015,4,Sun,9/29/19,13:00:00,Los Angeles Chargers,Miami Dolphins,30,10,390,0,233,1,2019,TRUE,Miami Dolphins,Los Angeles Chargers,MIA,LAC,5,158,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,85.75,91.25,10.75,60.75,0,25.9579,-80.2388,33.8642,-118.261,2327.925402,7,7
149,2019_04_LV_IND_Hurst,2019_LV_73_Hurst,2019_04_LV_IND,IND,LV,REG,4,IND,home,LV,LV,48,43737,89,89,89,Half2,4,2,LV 48,6,"(1:29) (No Huddle, Shotgun) 7-J.Brissett pass incomplete short middle to 11-D.Cain [98-M.Crosby]. OAK-73-M.Hurst was injured during the play.",M,Hurst,LV,73,contact,lower body,tackler,2019,LV,DL,DT,73,Active,Maurice Hurst,Maurice,Hurst,05/09/1995 00:00,73,291,Michigan,1,REG,Maurice,32004855-5250-1348-cfd2-5bfb51dbc5bb,2018,4,Sun,9/29/19,13:00:00,Oakland Raiders,Indianapolis Colts,31,24,377,1,346,2,2019,TRUE,Indianapolis Colts,Oakland Raiders,IND,LV,3,189,Shaw Sports Momentum Pro,Turf,Lucas Oil Stadium,TRUE,77.75,80,2.75,75.25,0,39.7255,-86.2698,37.7567,-122.1931,1927.908601,7,7
